Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
9561.4,December-1993,5445.2,flat,commercial,Outskirts,trapezoid,5,59687,10,0.40309978188900575,1976,1985,highway,65,2,6,NA,No,NA
9958.7,January-1978,7550.3,duplex,residential,Border,rectangle,2,23484,9,0.4729326686312064,1966,1977,street,98,2,2,NA,Yes,NA
9615.7,November-2005,1420.2,duplex,commercial,Border,irregular,4,36522,10,0.9432949370083867,1989,1997,street,90,4,10,NA,No,NA
9786.1,August-1975,7873.5,duplex,commercial,Outskirts,trapezoid,3,77501,4,0.006160357088424662,1957,1968,highway,1,2,6,NA,No,NA
3717.2,August-1994,9437.6,villa,residential,Center,rectangle,1,20082,6,0.744018730956531,1976,1986,street,42,2,3,NA,Yes, No
17464.3,April-1972,8467.3,flat,residential,Border,trapezoid,1,29787,3,0.30093361154305287,1967,0,street,60,4,3,NA,No,NA
11051.2,October-2006,8897.1,open land,residential,Center,irregular,1,2214,1,0.2816583264615655,1987,0,street,54,4,2,C,NA,NA
10427.3,January-1987,1329.0,open land,commercial,Border,rectangle,1,32705,7,0.8974649925386807,1971,0,street,19,4,9,C,NA,NA
10679.3,October-2001,8909.8,open land,commercial,Border,trapezoid,3,30787,4,0.12036205134760847,1984,0,highway,18,2,6,C,NA,NA
10886.0,September-1980,11431.6,open land,commercial,Outskirts,rectangle,4,72620,9,0.21750023899595816,1979,0,highway,2,2,2,F,NA,NA
9995.2,February-1986,7090.3,open land,industrial,Border,irregular,5,29186,5,0.5883959970893088,1972,0,highway,44,1,3,F,NA,NA
10212.6,December-1983,2588.1,duplex,residential,Center,trapezoid,5,16599,9,0.8019880281821954,1974,0,alley,66,5,1,NA,No,NA
3168.4,November-1991,8884.3,villa,residential,Outskirts,rectangle,1,51032,4,0.545609814415276,1982,0,highway,49,5,3,NA,Yes,Yes
11190.1,April-1981,2513.5,villa,residential,Center,rectangle,2,23169,8,0.9977102936834605,1975,0,alley,47,2,1,NA,Yes,Yes
3313.8,August-1981,5351.9,villa,residential,Center,trapezoid,1,21158,2,0.9237000487887379,1970,1979,street,55,4,3,NA,Yes, No
10219.0,December-2007,9214.8,flat,residential,Outskirts,trapezoid,4,54972,9,0.07487236208363901,2005,0,highway,47,1,6,NA,Yes,NA
11457.0,March-1989,11025.9,open land,industrial,Center,trapezoid,3,24890,4,0.015915510311205527,1975,0,alley,59,5,8,C,NA,NA
17923.9,April-1997,7635.8,open land,industrial,Outskirts,irregular,5,52290,6,0.14828590208253123,1997,0,highway,99,2,1,F,NA,NA
2630.5,December-1984,7514.3,villa,residential,Outskirts,rectangle,1,62088,9,0.8794882268439536,1974,1982,highway,86,3,1,NA,Yes, No
10768.5,August-1997,6450.1,flat,commercial,Center,irregular,2,18033,9,0.5356266963396698,1980,1991,street,16,5,4,NA,Yes,NA
10443.0,August-2002,3336.2,flat,commercial,Center,irregular,1,20779,3,0.9972210108800296,1992,2003,alley,38,3,8,NA,No,NA
17709.9,April-1983,11276.0,flat,commercial,Outskirts,irregular,2,53959,9,0.11312620675258911,1964,1974,highway,97,5,1,NA,Yes,NA
10493.5,November-1984,9655.0,flat,commercial,Border,trapezoid,4,33658,9,0.5993117210702977,1968,1976,street,24,4,7,NA,Yes,NA
10636.4,May-2006,9801.5,open land,industrial,Outskirts,trapezoid,4,64796,1,0.8247851347189865,1998,0,highway,79,2,2,C,NA,NA
17210.8,April-1976,854.6,duplex,commercial,Outskirts,irregular,4,60200,4,0.6688484074333974,1973,0,highway,66,1,5,NA,Yes,NA
3791.5,February-1991,8338.1,villa,residential,Center,trapezoid,5,23837,7,0.6546103484277065,1988,0,street,23,2,5,NA,Yes,Yes
3292.2,July-2006,7324.3,villa,residential,Outskirts,rectangle,2,70891,4,0.6858397391590783,1998,0,highway,71,5,6,NA,Yes,Yes
10364.0,August-1999,9747.9,duplex,residential,Border,trapezoid,3,30757,1,0.2003128124468294,1984,1994,street,13,5,5,NA,No,NA
2862.5,June-1972,6481.1,villa,residential,Border,rectangle,5,34849,9,0.9181862489384789,1963,0,street,95,5,4,NA,Yes,Yes
11620.8,August-1979,11455.8,open land,commercial,Center,rectangle,2,8631,1,0.6655260047568797,1961,0,alley,61,3,7,C,NA,NA
11005.0,January-2006,5769.6,duplex,commercial,Center,rectangle,2,11541,9,0.9043643669326513,1988,1998,alley,19,1,10,NA,No,NA
2950.0,May-1992,6614.9,villa,residential,Border,irregular,2,22735,3,0.31736651019945783,1984,0,street,18,4,10,NA,Yes,Yes
3030.3,June-1986,8988.0,villa,residential,Outskirts,rectangle,5,64499,7,0.9671707442355153,1985,0,highway,81,4,6,NA,Yes, No
10079.8,June-2002,2439.8,duplex,residential,Border,rectangle,3,27143,8,0.4070347400748495,1995,0,street,58,1,7,NA,Yes,NA
9665.9,March-1999,8732.4,flat,residential,Border,irregular,2,39665,8,0.7022306067931169,1992,0,highway,27,3,8,NA,No,NA
2606.6,December-1994,2330.6,villa,residential,Outskirts,rectangle,5,78715,2,0.2728706529599645,1988,0,highway,71,4,2,NA,Yes, No
9580.1,August-1992,1793.1,duplex,commercial,Outskirts,rectangle,1,54189,1,0.3801992799340068,1983,0,highway,83,1,9,NA,No,NA
10344.0,March-1976,6965.2,flat,commercial,Center,trapezoid,4,8074,10,0.1643979999836892,1965,1973,alley,12,1,3,NA,No,NA
11055.8,February-1985,7652.7,open land,commercial,Center,irregular,1,6339,2,0.43257121537837384,1966,0,street,67,5,5,F,NA,NA
3000.8,March-1976,11807.4,villa,residential,Outskirts,irregular,4,75753,3,0.39136180082704786,1972,0,highway,12,4,7,NA,Yes,Yes
10297.2,October-1978,10388.8,flat,residential,Outskirts,rectangle,5,79728,5,0.1063638486896783,1969,0,highway,26,3,10,NA,Yes,NA
11255.0,February-1990,8578.2,duplex,commercial,Center,rectangle,2,24959,7,0.1749260138569444,1979,1988,street,30,5,1,NA,Yes,NA
10503.4,March-1997,4366.4,flat,commercial,Center,irregular,5,4609,9,0.7678900727403877,1987,1996,street,83,2,10,NA,Yes,NA
9523.4,August-1993,5122.7,duplex,commercial,Border,irregular,4,28764,5,0.699733156391732,1979,1987,highway,38,2,3,NA,No,NA
3256.7,September-1982,11413.5,villa,residential,Border,trapezoid,3,31320,9,0.5976347810715807,1969,1978,street,9,3,5,NA,Yes,Yes
11246.3,December-1981,6157.6,open land,residential,Center,rectangle,3,23921,9,0.6656723857141515,1967,0,alley,28,5,10,C,NA,NA
10115.5,September-1994,2282.3,duplex,commercial,Border,trapezoid,2,29123,7,0.4637929798066005,1987,0,street,28,3,1,NA,Yes,NA
3031.6,January-1994,2017.4,villa,residential,Center,trapezoid,1,8578,7,0.029434184818726172,1986,0,street,43,2,4,NA,Yes, No
10273.3,January-1979,6517.2,open land,commercial,Border,irregular,2,37932,9,0.10553977781302037,1960,0,street,17,3,8,F,NA,NA
3469.3,March-1979,5437.6,villa,residential,Center,rectangle,5,14044,8,0.783683542494658,1979,0,street,20,3,3,NA,Yes, No
10576.6,March-1997,5423.7,open land,industrial,Border,rectangle,4,20296,9,0.7343410460953282,1980,0,street,27,2,3,F,NA,NA
10357.8,March-1985,3884.3,open land,commercial,Border,trapezoid,2,36522,10,0.9078243821418913,1975,0,street,85,3,7,F,NA,NA
9797.4,June-1983,3649.9,duplex,residential,Border,trapezoid,5,33905,8,0.38523403214236895,1983,0,highway,20,2,5,NA,Yes,NA
11206.2,July-2005,11553.5,duplex,commercial,Center,trapezoid,5,20003,6,0.9483340202345383,1991,2001,street,88,5,4,NA,No,NA
3344.5,December-2008,11454.5,villa,residential,Border,rectangle,1,23190,8,0.2108742193775861,1992,2000,highway,95,5,6,NA,Yes,Yes
9742.1,May-1987,3902.1,flat,residential,Outskirts,trapezoid,5,66452,1,0.6020591001412094,1973,1982,highway,85,5,1,NA,Yes,NA
2274.8,November-1980,1668.2,villa,residential,Border,trapezoid,4,27909,8,0.07528749855549544,1967,1976,street,80,1,7,NA,Yes,Yes
10399.5,October-1995,4191.8,open land,commercial,Border,irregular,5,30534,3,0.5163845730041076,1994,0,highway,6,3,6,F,NA,NA
11403.2,May-2007,11653.7,flat,residential,Center,trapezoid,1,20298,8,0.8981766554441352,2007,0,street,33,3,10,NA,Yes,NA
19006.3,April-1981,6879.0,flat,commercial,Center,rectangle,4,14369,9,0.8913987670458456,1968,1977,alley,32,5,7,NA,Yes,NA
17317.3,April-1973,2846.1,duplex,commercial,Border,trapezoid,3,40076,2,0.03448026988735653,1958,1968,street,91,4,6,NA,No,NA
10865.0,January-2004,11643.6,duplex,commercial,Center,irregular,1,4469,10,0.756649142247997,1987,1998,street,1,1,7,NA,No,NA
2591.9,October-2004,2910.2,villa,residential,Border,trapezoid,3,22867,10,0.29815885291028443,1991,2002,highway,46,3,3,NA,Yes,Yes
19662.0,April-1989,10535.0,open land,commercial,Center,rectangle,3,7331,8,0.04435434760051704,1971,0,alley,2,3,9,F,NA,NA
2501.3,November-1971,10320.8,villa,residential,Border,irregular,3,30379,5,0.9374442017173374,1957,1965,street,69,1,3,NA,Yes, No
11031.9,January-2007,8066.2,open land,industrial,Center,irregular,1,6476,4,0.12690027625686795,2000,0,street,64,2,3,F,NA,NA
18303.3,April-1979,7004.6,open land,residential,Center,irregular,2,12811,6,0.3245932714082368,1971,0,street,99,1,2,F,NA,NA
3253.9,December-2000,1525.9,villa,residential,Center,irregular,1,20982,2,0.287639148733677,1997,0,street,12,4,4,NA,Yes,Yes
11143.8,September-2006,8216.2,duplex,residential,Center,rectangle,3,18811,10,0.12132174420786879,1992,2003,street,58,4,5,NA,Yes,NA
9797.5,September-1976,7834.7,duplex,commercial,Outskirts,trapezoid,4,64362,8,0.7818907976677111,1969,0,highway,83,3,10,NA,No,NA
10320.0,July-1989,7514.0,open land,residential,Border,rectangle,1,24788,9,0.9473700841675226,1983,0,highway,41,1,6,C,NA,NA
9989.0,December-1988,5180.9,duplex,commercial,Border,irregular,1,33505,1,0.47568062967236757,1974,1985,highway,40,4,10,NA,Yes,NA
10232.8,May-1979,6312.8,open land,industrial,Outskirts,trapezoid,2,64100,1,0.5105471112264285,1963,0,highway,4,4,4,C,NA,NA
10323.1,June-1992,7368.6,duplex,residential,Center,irregular,1,17494,3,0.15727345340170618,1980,1988,street,77,5,10,NA,No,NA
3603.3,September-1993,9027.9,villa,residential,Center,irregular,1,12352,4,0.9216584333637802,1985,0,alley,43,4,2,NA,Yes, No
11314.4,October-2007,3958.9,open land,industrial,Center,rectangle,5,21090,10,0.02016100775324703,1999,0,alley,28,2,5,F,NA,NA
3604.8,August-2003,9582.7,villa,residential,Center,irregular,2,10782,4,0.6972387360796026,1989,1998,alley,87,1,2,NA,Yes,Yes
10726.4,March-1977,11574.4,open land,industrial,Border,rectangle,5,30851,7,0.28945121499834847,1970,0,street,25,3,3,C,NA,NA
10619.4,December-2004,9691.7,duplex,commercial,Border,rectangle,3,36610,8,0.7134229787082182,1992,2001,highway,74,1,9,NA,Yes,NA
10633.8,May-2009,844.1,open land,commercial,Border,trapezoid,4,40379,9,0.3130845448864976,2008,0,street,2,2,7,F,NA,NA
2945.2,December-1992,7853.3,villa,residential,Border,trapezoid,2,32276,6,0.27878574490129837,1987,0,street,94,3,4,NA,Yes,Yes
18991.0,April-1984,4527.8,open land,residential,Center,rectangle,3,14149,1,0.9135400129065612,1973,0,alley,60,1,8,F,NA,NA
10021.8,March-1985,10636.5,duplex,residential,Border,irregular,4,38530,1,0.8210871440793325,1985,0,street,53,4,4,NA,No,NA
9609.4,August-1991,2626.4,flat,residential,Border,trapezoid,5,27477,7,0.7135498756063159,1985,0,street,47,4,8,NA,No,NA
9409.4,February-1999,2001.7,duplex,commercial,Border,irregular,4,40400,8,0.2826690602795099,1980,1991,highway,77,5,10,NA,No,NA
2396.3,November-1982,2856.1,villa,residential,Border,trapezoid,5,28395,7,0.279295161507212,1977,0,street,96,3,6,NA,Yes, No
10371.6,May-2008,8587.3,flat,commercial,Border,rectangle,2,29654,7,0.1263645419486049,2002,0,street,78,4,9,NA,No,NA
18314.4,April-1986,6543.4,duplex,commercial,Border,rectangle,3,35869,8,0.4162874064964289,1986,0,street,53,3,6,NA,Yes,NA
9619.2,January-1977,5705.7,duplex,commercial,Outskirts,trapezoid,2,78195,3,0.4680883667730201,1971,0,highway,94,5,1,NA,No,NA
2673.6,July-2006,1568.5,villa,residential,Border,trapezoid,5,28134,6,0.9244354109857101,1989,2000,highway,41,2,6,NA,Yes,Yes
9699.0,June-1976,10570.3,duplex,residential,Outskirts,trapezoid,2,78458,9,0.8450307376012347,1966,1976,highway,54,2,3,NA,No,NA
10123.1,July-1970,11546.9,open land,residential,Outskirts,trapezoid,2,75490,2,0.44890019901232325,1965,0,highway,98,1,1,C,NA,NA
10390.5,November-1981,11291.9,flat,commercial,Outskirts,trapezoid,3,76117,1,0.7583203199154029,1963,1974,highway,80,5,4,NA,Yes,NA
18316.0,April-1988,11172.4,open land,residential,Outskirts,trapezoid,1,76352,6,0.5495481761232887,1976,0,highway,55,1,2,F,NA,NA
10290.5,September-1991,10504.0,flat,commercial,Border,rectangle,4,20609,10,0.5500236778141266,1977,1988,street,27,3,4,NA,No,NA
10412.4,October-1995,8411.7,flat,commercial,Outskirts,rectangle,4,53346,2,0.9757177359450372,1976,1984,highway,53,2,3,NA,Yes,NA
3335.8,November-1989,7495.6,villa,residential,Center,irregular,4,10370,3,0.39435338804740316,1974,1982,street,94,5,3,NA,Yes,Yes
11704.4,April-2005,9781.9,villa,residential,Center,rectangle,4,16158,5,0.21323124691666973,1988,1996,alley,87,2,1,NA,Yes, No
10428.5,December-1976,9975.5,duplex,residential,Center,irregular,2,15250,8,0.4242885320191673,1966,1976,alley,2,2,8,NA,No,NA
18842.5,April-2003,9077.9,open land,residential,Border,rectangle,4,26020,3,0.9941983084518888,2001,0,highway,2,3,1,F,NA,NA
10120.7,June-1996,6527.9,flat,residential,Outskirts,rectangle,1,75270,7,0.607092117406572,1985,1993,highway,65,5,3,NA,Yes,NA
10245.8,October-1986,8893.6,duplex,commercial,Border,rectangle,1,39912,10,0.4587836552711142,1986,0,street,59,4,5,NA,No,NA
10523.8,April-1975,7844.1,villa,residential,Outskirts,rectangle,2,79408,4,0.461179911123031,1960,1971,highway,26,2,3,NA,Yes, No
10745.9,March-1989,8740.0,duplex,residential,Center,trapezoid,4,9119,5,0.04736408893662236,1989,0,alley,49,4,4,NA,No,NA
10189.3,November-1992,4869.8,open land,industrial,Outskirts,trapezoid,4,79259,8,0.10711126897955359,1976,0,highway,28,3,2,F,NA,NA
9556.3,November-1978,2439.8,flat,commercial,Border,trapezoid,2,27608,7,0.8623223931922764,1973,0,highway,15,5,10,NA,No,NA
9757.5,May-1974,7191.3,duplex,residential,Border,irregular,4,35958,4,0.4226773274845912,1972,0,highway,35,3,7,NA,Yes,NA
10380.9,September-1974,7633.0,duplex,residential,Center,trapezoid,5,8458,10,0.7230915333229307,1973,0,alley,69,1,9,NA,No,NA
3352.7,March-1976,3477.7,villa,residential,Center,trapezoid,3,2239,4,0.8731453250286548,1961,1970,street,31,4,10,NA,Yes,Yes
10999.6,April-1971,5381.2,villa,residential,Center,trapezoid,4,6876,2,0.2859918770066735,1957,1966,street,73,3,3,NA,Yes,Yes
10356.4,September-1992,8316.5,duplex,residential,Border,rectangle,3,21194,2,0.2869698600397822,1979,1990,highway,8,3,2,NA,Yes,NA
10548.0,November-1972,7155.0,open land,commercial,Outskirts,rectangle,2,71199,9,0.4843628362810001,1960,0,highway,52,5,10,F,NA,NA
10617.2,May-1982,8344.1,flat,residential,Center,trapezoid,5,7413,9,0.10945148894616319,1968,1977,street,39,2,7,NA,Yes,NA
10025.2,October-1994,5146.8,duplex,residential,Border,trapezoid,2,23098,1,0.20744170867025002,1994,0,street,4,4,6,NA,No,NA
9685.6,August-1981,5299.2,flat,commercial,Outskirts,rectangle,1,53665,7,0.2605847691162886,1975,0,highway,15,3,5,NA,No,NA
10427.7,September-1984,4181.5,duplex,residential,Center,trapezoid,3,15172,9,0.6775111043564653,1978,0,alley,96,1,2,NA,Yes,NA
10830.5,September-2001,10257.7,open land,residential,Border,trapezoid,5,24419,3,0.1686713456349629,1991,0,street,76,4,8,C,NA,NA
3476.6,August-1992,6723.4,villa,residential,Center,trapezoid,5,24543,7,0.0570068022547936,1983,0,street,3,2,2,NA,Yes, No
3326.3,March-1989,9946.4,villa,residential,Border,trapezoid,5,37739,2,0.20218172293706116,1982,0,street,14,2,7,NA,Yes,Yes
9581.9,May-1980,1793.4,duplex,residential,Border,trapezoid,3,38041,10,0.3010078693996189,1979,0,highway,50,5,2,NA,Yes,NA
17663.4,April-1971,6938.2,open land,residential,Outskirts,irregular,2,79320,6,0.35430931627695694,1963,0,highway,9,2,6,C,NA,NA
9919.7,August-1976,6337.8,open land,industrial,Border,irregular,3,34901,3,0.29831664076137265,1973,0,highway,16,4,3,C,NA,NA
11359.3,November-1989,11017.2,duplex,residential,Center,rectangle,2,12235,10,0.7050240661178221,1986,0,street,17,5,4,NA,Yes,NA
10155.0,January-1970,10532.4,open land,residential,Border,trapezoid,1,26727,5,0.5104241534210711,1954,0,street,77,1,2,C,NA,NA
10100.4,December-1972,9611.6,open land,commercial,Outskirts,irregular,1,60491,6,0.5246089695968178,1966,0,highway,97,5,4,C,NA,NA
10315.3,January-1997,3803.6,duplex,commercial,Border,rectangle,3,28364,9,0.3888675568732375,1985,1996,highway,2,4,5,NA,Yes,NA
10628.4,September-2007,5984.6,duplex,residential,Center,irregular,3,3891,10,0.46496099884035524,1990,2001,street,42,2,7,NA,Yes,NA
10957.3,June-2009,8180.2,open land,industrial,Border,trapezoid,5,31816,1,0.43006610224877084,2009,0,highway,22,3,10,F,NA,NA
3264.1,March-1973,11805.5,villa,residential,Border,trapezoid,4,31380,7,0.6766727467389966,1963,1971,street,19,3,9,NA,Yes,Yes
11038.6,May-2006,10225.6,open land,residential,Outskirts,rectangle,5,77109,7,0.18865554127374462,1992,0,highway,6,4,4,F,NA,NA
9621.0,October-1984,2384.3,duplex,residential,Border,trapezoid,3,34216,2,0.21763370398309123,1973,1982,highway,84,5,1,NA,Yes,NA
3758.8,November-1974,11280.3,villa,residential,Center,rectangle,5,8471,3,0.14993236812376765,1957,1968,street,2,1,1,NA,Yes,Yes
2749.5,August-1982,8045.5,villa,residential,Outskirts,trapezoid,5,72766,10,0.2840725074321492,1964,1973,highway,11,5,2,NA,Yes, No
2090.1,February-1989,1207.1,villa,residential,Border,irregular,5,34961,10,0.785051988634614,1985,0,highway,97,4,2,NA,Yes,Yes
9538.3,September-1971,963.2,duplex,residential,Center,irregular,4,4290,2,0.021387041984381017,1970,0,street,66,1,10,NA,No,NA
10378.0,June-1973,8982.3,open land,industrial,Outskirts,trapezoid,3,51750,1,0.41103489091267564,1963,0,highway,40,5,8,C,NA,NA
10365.4,February-2002,9984.5,duplex,residential,Outskirts,rectangle,5,57107,6,0.5291923720896535,1989,1998,highway,9,3,9,NA,No,NA
10032.7,December-1982,9846.2,flat,residential,Border,rectangle,5,29753,8,0.2886651144398049,1963,1973,highway,31,1,5,NA,Yes,NA
10891.5,April-1992,8629.9,villa,residential,Border,trapezoid,5,21260,10,0.35247898000419775,1985,0,street,39,1,6,NA,Yes,Yes
9435.3,June-1994,4183.7,flat,commercial,Border,irregular,3,24934,10,0.5035603712630428,1987,0,street,62,1,9,NA,No,NA
3435.3,November-1987,10014.0,villa,residential,Center,irregular,1,8765,7,0.8977113688704701,1974,1984,street,81,5,8,NA,Yes, No
10050.8,March-2000,8303.6,flat,commercial,Border,trapezoid,3,24818,1,0.6312004781059737,1990,1999,street,75,1,3,NA,No,NA
10458.6,April-1987,2515.2,villa,residential,Outskirts,trapezoid,3,65152,9,0.6990880973956314,1984,0,highway,12,4,3,NA,Yes,Yes
3011.8,September-2000,10395.4,villa,residential,Border,irregular,2,25950,5,0.7951814390138924,1994,0,highway,84,5,6,NA,Yes,Yes
18266.9,April-1983,10392.9,open land,residential,Border,rectangle,4,34758,2,0.023093979625509964,1981,0,highway,73,2,3,C,NA,NA
2624.7,February-1974,11043.2,villa,residential,Border,irregular,1,30669,9,0.570056699906729,1971,0,highway,24,4,6,NA,Yes, No
17391.6,April-1972,5517.8,flat,residential,Outskirts,irregular,5,70223,4,0.776466015396604,1972,0,highway,17,3,1,NA,Yes,NA
10352.6,May-1983,7561.8,duplex,commercial,Outskirts,rectangle,3,59138,5,0.6971353539414453,1965,1976,highway,25,3,3,NA,Yes,NA
9640.6,July-1985,4788.8,flat,commercial,Outskirts,trapezoid,2,63836,5,0.5140455546721603,1967,1976,highway,46,5,7,NA,No,NA
10525.8,October-2000,1187.8,duplex,commercial,Center,rectangle,3,5376,8,0.34137739307059056,2000,0,street,3,2,3,NA,No,NA
10636.7,June-1978,10082.1,open land,industrial,Border,rectangle,3,34109,6,0.9013646052406897,1961,0,street,92,5,8,C,NA,NA
10117.5,August-1999,9792.9,flat,residential,Border,trapezoid,1,26530,8,0.1967360141827843,1987,1998,street,42,5,9,NA,No,NA
9338.5,March-1998,2111.1,duplex,residential,Border,irregular,5,25832,5,0.3437133674252282,1996,0,highway,52,4,7,NA,No,NA
2812.8,November-1983,11139.4,villa,residential,Outskirts,irregular,3,76282,10,0.37316820409667306,1981,0,highway,57,5,2,NA,Yes,Yes
2278.3,January-1987,3022.0,villa,residential,Outskirts,trapezoid,1,79861,3,0.09884790240461427,1971,1982,highway,42,2,2,NA,Yes, No
