Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
10915.7,August-2002,1735.7,duplex,commercial,Center,trapezoid,1,3796,5,0.47185093600242056,1990,1999,street,14,5,4,NA,Yes,NA
16886.3,April-2006,1482.8,flat,residential,Border,irregular,4,39479,7,0.3850587657524511,1987,1997,highway,35,2,2,NA,No,NA
18939.5,April-1995,6371.6,duplex,commercial,Center,rectangle,1,23700,1,0.8770137037193255,1988,0,alley,53,4,9,NA,No,NA
10747.0,July-1991,5562.5,duplex,residential,Center,irregular,4,24304,5,0.15756456070574965,1990,0,alley,77,5,10,NA,Yes,NA
10749.3,October-1988,3157.7,open land,commercial,Center,trapezoid,3,25082,10,0.7063862215818868,1974,0,street,98,4,3,C,NA,NA
2717.5,September-1971,11263.2,villa,residential,Outskirts,rectangle,3,53992,10,0.4075107784848768,1958,1967,highway,56,2,3,NA,Yes, No
2779.4,July-1986,7372.8,villa,residential,Border,trapezoid,5,35468,7,0.08092343575340566,1975,1986,highway,2,1,5,NA,Yes,Yes
2818.2,March-2006,5648.4,villa,residential,Outskirts,irregular,4,80035,10,0.7270819359068847,2005,0,highway,9,3,2,NA,Yes,Yes
3154.3,June-1981,4369.7,villa,residential,Center,irregular,5,2068,3,0.3454879647467436,1975,0,street,5,4,6,NA,Yes, No
2655.2,August-1986,1804.6,villa,residential,Border,rectangle,3,36497,3,0.03954869346882106,1986,0,highway,11,3,5,NA,Yes,Yes
10689.3,August-1982,10868.1,open land,industrial,Border,trapezoid,4,20945,7,0.21742279149971078,1978,0,street,18,3,8,C,NA,NA
10449.6,November-1999,6833.4,open land,commercial,Outskirts,irregular,5,73044,1,0.162279556850901,1995,0,highway,48,2,3,F,NA,NA
2461.0,August-1991,4848.6,villa,residential,Border,rectangle,2,20505,6,0.13717843651409312,1982,0,highway,78,2,2,NA,Yes, No
9813.1,August-1981,11918.5,flat,residential,Outskirts,rectangle,3,70114,10,0.6518416618247624,1972,0,highway,39,1,2,NA,No,NA
10884.2,August-1985,2155.9,open land,commercial,Center,trapezoid,2,3293,3,0.9662654188368992,1967,0,street,16,1,2,F,NA,NA
10566.9,June-1984,10904.2,open land,industrial,Outskirts,trapezoid,2,74658,6,0.38101873858605817,1966,0,highway,29,4,2,F,NA,NA
10206.2,July-2003,8094.7,duplex,residential,Outskirts,rectangle,4,56533,1,0.1771753800470448,1997,0,highway,33,3,7,NA,No,NA
10596.7,November-1981,6535.9,flat,residential,Center,rectangle,5,14869,1,0.05369786542567856,1969,1977,street,93,2,8,NA,Yes,NA
10390.0,January-1983,9159.1,flat,residential,Border,rectangle,3,39454,4,0.6560921079464004,1982,0,street,10,2,1,NA,Yes,NA
2401.3,July-1979,2028.6,villa,residential,Outskirts,rectangle,5,59220,5,0.07010969798703848,1974,0,highway,77,5,6,NA,Yes, No
10506.8,July-2006,1341.6,flat,commercial,Center,rectangle,4,18540,10,0.11294177898643609,1993,2001,alley,72,4,8,NA,No,NA
10708.6,January-1986,8433.6,flat,commercial,Center,rectangle,5,15079,1,0.30918190214764596,1980,0,street,87,3,6,NA,No,NA
10455.1,January-1976,7555.1,flat,commercial,Center,rectangle,3,2345,8,0.4511207416989311,1960,1968,alley,71,3,2,NA,No,NA
10006.5,November-1990,9033.8,open land,industrial,Outskirts,irregular,2,68262,1,0.2821284791887536,1975,0,highway,97,3,2,C,NA,NA
3170.3,October-1982,6147.9,villa,residential,Center,irregular,3,8755,6,0.6382808617778845,1969,1978,street,51,2,8,NA,Yes,Yes
10230.8,February-1983,5526.6,flat,commercial,Outskirts,rectangle,4,58789,8,0.2710481063541458,1980,0,highway,6,3,10,NA,Yes,NA
9602.4,February-1975,2415.9,duplex,residential,Border,trapezoid,1,29308,1,0.14484331723957378,1959,1968,highway,20,4,4,NA,Yes,NA
9350.3,November-1971,1709.6,open land,residential,Outskirts,irregular,4,58835,8,0.5663020942756221,1953,0,highway,46,1,2,F,NA,NA
10695.8,February-1974,10145.8,open land,commercial,Outskirts,rectangle,4,53283,6,0.9198296734844869,1970,0,highway,48,1,5,F,NA,NA
9403.1,October-1990,3850.8,flat,residential,Border,irregular,4,30642,7,0.6813852749447566,1990,0,street,17,3,2,NA,No,NA
10697.1,October-1981,8896.4,flat,residential,Center,trapezoid,1,6850,6,0.5773403681340049,1971,1980,alley,60,1,5,NA,Yes,NA
10106.5,December-1985,5882.3,duplex,commercial,Outskirts,trapezoid,3,50339,10,0.8459784743046062,1968,1978,highway,16,2,6,NA,Yes,NA
3285.8,June-1987,11233.5,villa,residential,Border,rectangle,5,30281,6,0.5141970885413191,1986,0,street,98,4,7,NA,Yes, No
2773.6,June-1984,4604.2,villa,residential,Outskirts,trapezoid,5,65106,3,0.04452552950412447,1966,1975,highway,12,4,10,NA,Yes,Yes
9631.6,January-1978,2129.0,open land,residential,Border,irregular,2,39594,8,0.6791090700907086,1966,0,street,78,2,3,F,NA,NA
11021.6,July-1997,8046.9,flat,commercial,Center,rectangle,4,6155,10,0.8892463890087559,1991,0,street,97,3,1,NA,Yes,NA
10297.6,September-2002,852.9,flat,residential,Center,irregular,3,5393,9,0.9029010368182121,1993,0,alley,54,2,8,NA,Yes,NA
10206.5,December-1997,11119.2,duplex,residential,Outskirts,irregular,3,56712,7,0.6835035178329003,1985,1994,highway,37,2,6,NA,Yes,NA
10097.6,June-1983,4887.6,open land,commercial,Border,trapezoid,5,21117,9,0.17076706181668877,1972,0,street,95,2,2,C,NA,NA
11191.7,September-1973,9539.1,open land,residential,Center,rectangle,4,3184,5,0.9853351085691773,1959,0,street,47,4,5,C,NA,NA
10700.0,December-1973,8142.0,flat,commercial,Center,irregular,4,21711,3,0.3797565161973717,1955,1963,alley,22,4,2,NA,Yes,NA
18063.7,April-1990,6067.5,open land,industrial,Outskirts,rectangle,5,76481,3,0.26114412349377825,1974,0,highway,87,2,7,C,NA,NA
10987.6,January-1978,11857.3,flat,commercial,Center,rectangle,3,15180,10,0.34397490427596544,1978,0,alley,12,2,6,NA,No,NA
11073.8,August-1986,1380.6,open land,commercial,Center,rectangle,3,21172,10,0.449791496589406,1986,0,alley,60,3,5,F,NA,NA
9852.9,June-1975,3651.0,duplex,commercial,Border,irregular,4,40033,4,0.16378624222142069,1962,1972,street,48,4,10,NA,Yes,NA
3775.3,October-1972,7621.6,villa,residential,Center,rectangle,1,14093,1,0.8024344570836949,1967,0,alley,10,2,4,NA,Yes,Yes
10319.8,January-1983,5205.2,open land,residential,Outskirts,trapezoid,5,79989,4,0.10368683280977542,1966,0,highway,3,4,6,F,NA,NA
18990.0,April-1996,9672.0,duplex,commercial,Center,trapezoid,1,3013,9,0.6033158651211477,1984,1994,street,46,1,8,NA,Yes,NA
9115.4,June-1971,8832.3,flat,commercial,Outskirts,irregular,4,72797,9,0.13232211487660117,1957,1965,highway,91,1,3,NA,No,NA
3973.0,November-2009,7684.1,villa,residential,Center,rectangle,5,25098,4,0.8545218686971733,2005,0,street,96,3,1,NA,Yes,Yes
9667.9,September-1981,10392.8,flat,residential,Outskirts,trapezoid,3,60302,1,0.38871341547453075,1962,1973,highway,73,4,2,NA,No,NA
10968.3,August-2004,11893.6,open land,commercial,Outskirts,irregular,4,69295,2,0.909452408334436,1994,0,highway,17,4,5,C,NA,NA
10174.4,May-2005,3090.9,duplex,commercial,Border,trapezoid,2,22501,7,0.4067632755249019,1996,0,highway,2,3,1,NA,Yes,NA
10351.2,April-1971,5509.1,villa,residential,Border,irregular,5,29655,9,0.44848933977724126,1970,0,street,9,4,9,NA,Yes, No
10204.0,June-1997,7880.0,duplex,commercial,Outskirts,rectangle,4,62946,3,0.3390955982866639,1994,0,highway,57,2,7,NA,No,NA
10122.9,July-1977,7971.0,open land,industrial,Border,irregular,2,36267,5,0.5019036438931235,1961,0,highway,35,5,6,F,NA,NA
10904.8,June-1984,10790.5,flat,commercial,Center,trapezoid,2,3320,5,0.3515768887731605,1982,0,alley,21,4,1,NA,No,NA
10978.8,September-1999,4829.0,flat,residential,Center,rectangle,4,8045,6,0.9767568102694363,1982,1993,alley,63,4,7,NA,Yes,NA
10332.0,January-1977,4250.1,duplex,residential,Center,rectangle,5,21388,6,0.7747413461723679,1964,1972,street,61,4,8,NA,No,NA
10485.6,November-1991,8719.2,flat,commercial,Center,irregular,5,19555,2,0.08176345032972343,1985,0,street,92,5,7,NA,No,NA
3151.3,September-2002,5768.5,villa,residential,Outskirts,trapezoid,5,53562,7,0.9147999867697184,2000,0,highway,8,3,8,NA,Yes,Yes
10664.3,March-1983,1131.9,open land,industrial,Center,trapezoid,1,5145,3,0.20595311578534614,1977,0,alley,74,4,10,C,NA,NA
9733.4,March-1987,1559.8,open land,residential,Outskirts,irregular,3,52401,3,0.593997275089711,1982,0,highway,48,5,3,C,NA,NA
10200.6,October-1977,3653.9,duplex,residential,Center,rectangle,5,4516,10,0.7493943567727359,1967,1978,street,33,2,7,NA,No,NA
10675.5,August-1985,3988.1,open land,residential,Center,irregular,2,11712,8,0.4258539867384459,1985,0,alley,71,3,5,F,NA,NA
9635.7,December-1981,7190.7,flat,residential,Outskirts,rectangle,4,73785,3,0.43303758584061114,1964,1974,highway,51,2,9,NA,No,NA
2802.4,August-1995,5248.2,villa,residential,Border,trapezoid,2,24949,9,0.7294189978247656,1990,0,highway,25,4,1,NA,Yes,Yes
9986.5,February-1972,1109.5,open land,residential,Border,rectangle,4,31103,9,0.10032001947765445,1953,0,street,36,5,3,F,NA,NA
10227.7,December-1980,2141.4,open land,commercial,Outskirts,trapezoid,5,57165,6,0.8914716243047595,1968,0,highway,35,3,8,F,NA,NA
18043.9,April-1978,7062.2,flat,residential,Center,trapezoid,5,7223,3,0.03879392446656882,1964,1973,alley,83,3,4,NA,No,NA
9651.2,December-1997,3521.8,flat,residential,Border,irregular,1,33814,4,0.5298097966641753,1984,1994,street,75,2,9,NA,Yes,NA
2660.4,July-2005,1748.9,villa,residential,Outskirts,rectangle,2,60193,3,0.08813874707017932,2004,0,highway,89,1,8,NA,Yes,Yes
10588.8,October-2005,2765.6,open land,commercial,Border,trapezoid,5,34460,5,0.33731106386325527,1993,0,street,75,2,10,F,NA,NA
9815.3,August-1989,1580.4,flat,residential,Border,rectangle,5,22480,3,0.6288514534269296,1988,0,highway,45,4,3,NA,Yes,NA
9350.0,November-1971,5803.5,flat,residential,Border,trapezoid,2,36431,3,0.685852448849228,1955,1964,street,61,1,7,NA,No,NA
10224.1,September-1997,1275.9,open land,residential,Border,rectangle,1,34030,1,0.5736041166050956,1985,0,street,52,2,6,C,NA,NA
2547.6,June-2003,2433.2,villa,residential,Border,irregular,4,39199,5,0.07579807277891903,1989,2000,street,9,1,3,NA,Yes,Yes
2888.9,February-1977,9418.3,villa,residential,Border,trapezoid,1,28567,9,0.20478895745378678,1960,1970,street,94,5,9,NA,Yes,Yes
3319.2,September-1987,1338.4,villa,residential,Center,rectangle,4,25323,7,0.7786867435845676,1977,1988,alley,24,2,4,NA,Yes, No
2658.6,September-1987,8505.2,villa,residential,Outskirts,irregular,2,77467,10,0.9116029435835817,1980,0,highway,76,5,2,NA,Yes,Yes
9771.1,July-1977,6869.5,flat,residential,Border,irregular,5,32824,2,0.35443206684732687,1971,0,highway,17,5,5,NA,Yes,NA
10343.7,October-1979,10664.7,open land,residential,Outskirts,irregular,5,59491,9,0.762340615959591,1977,0,highway,11,4,6,C,NA,NA
9884.5,March-1975,6625.2,duplex,commercial,Outskirts,trapezoid,3,65902,7,0.8394743420327784,1958,1968,highway,69,2,1,NA,Yes,NA
10177.5,October-1974,5204.4,open land,residential,Outskirts,trapezoid,3,63751,2,0.4246617072086939,1968,0,highway,19,4,1,F,NA,NA
10636.2,December-1999,10222.8,duplex,residential,Border,trapezoid,3,38560,5,0.2743377570744078,1993,0,highway,9,5,8,NA,Yes,NA
10762.1,June-2004,10832.8,flat,commercial,Outskirts,rectangle,5,52109,10,0.768953976275276,2001,0,highway,7,2,2,NA,Yes,NA
10047.1,September-2003,1410.5,duplex,residential,Border,rectangle,5,37626,6,0.6694644055592052,1994,0,highway,42,4,3,NA,Yes,NA
10535.8,January-2007,1283.5,open land,residential,Center,irregular,3,6170,9,0.5524821981030121,1999,0,alley,95,3,3,C,NA,NA
3150.7,August-1985,3971.2,villa,residential,Center,irregular,3,13011,8,0.9938572205190711,1966,1974,alley,11,1,3,NA,Yes,Yes
10445.7,January-1981,5676.3,flat,residential,Center,trapezoid,4,12235,10,0.19529649901633717,1967,1976,street,16,2,6,NA,Yes,NA
9841.8,March-2002,7370.3,flat,commercial,Border,irregular,2,23675,2,0.009098776541037856,1997,0,street,89,3,10,NA,No,NA
2756.5,August-1986,5491.0,villa,residential,Border,trapezoid,5,24946,1,0.7616369722914913,1970,1980,street,74,4,2,NA,Yes, No
10750.9,July-1980,9246.5,flat,commercial,Center,rectangle,1,15807,4,0.5870822331833779,1968,1979,alley,52,2,6,NA,No,NA
10562.5,March-2007,9134.3,flat,residential,Outskirts,rectangle,3,59884,2,0.6276637007963988,1997,2005,highway,18,3,3,NA,Yes,NA
10503.7,October-1985,4493.9,flat,commercial,Center,irregular,4,15858,8,0.37629722753259154,1980,0,street,6,2,8,NA,Yes,NA
2363.5,December-1990,3970.7,villa,residential,Border,irregular,1,30219,3,0.6479911392888414,1982,0,highway,52,5,5,NA,Yes, No
9687.5,January-1976,3230.3,flat,residential,Border,rectangle,1,31676,1,0.9115029770647125,1969,0,street,49,5,10,NA,No,NA
9628.9,September-1971,1580.1,flat,commercial,Border,trapezoid,4,36078,7,0.7519464267621445,1952,1962,highway,11,4,6,NA,Yes,NA
11406.9,March-1991,9409.3,open land,residential,Center,rectangle,2,17962,5,0.3286841133918509,1984,0,street,19,1,5,F,NA,NA
3534.7,January-2000,5313.9,villa,residential,Center,rectangle,3,5583,7,0.2208125783711964,1984,1992,alley,79,3,3,NA,Yes, No
2378.9,March-1983,3978.5,villa,residential,Border,rectangle,1,27354,9,0.6780833329045339,1965,1973,street,98,1,4,NA,Yes, No
10283.7,February-1996,2493.6,open land,industrial,Outskirts,trapezoid,3,58981,3,0.07645749018140724,1993,0,highway,4,5,8,C,NA,NA
3072.4,August-1994,7047.9,villa,residential,Outskirts,rectangle,2,75295,8,0.48774172966035745,1989,0,highway,69,4,10,NA,Yes,Yes
10027.7,May-1994,9945.3,flat,residential,Outskirts,rectangle,3,78700,6,0.9766349709501209,1976,1984,highway,79,4,9,NA,No,NA
9241.3,November-1976,2312.6,flat,residential,Outskirts,rectangle,2,63446,6,0.2643748615072181,1960,1968,highway,69,5,10,NA,No,NA
9599.4,February-1971,2099.7,open land,residential,Border,trapezoid,1,31810,8,0.8930893765345803,1962,0,street,87,1,2,C,NA,NA
9468.2,September-1977,4078.7,flat,residential,Border,rectangle,2,23600,9,0.6918278921614857,1959,1969,street,83,5,8,NA,No,NA
10855.8,December-1970,3002.4,open land,residential,Center,rectangle,4,10934,1,0.5813953385148286,1959,0,alley,91,4,5,F,NA,NA
9563.4,December-2005,1966.3,flat,commercial,Outskirts,irregular,2,57331,1,0.10314337093862957,1992,2002,highway,25,5,9,NA,No,NA
2890.8,November-1988,7578.8,villa,residential,Border,rectangle,4,21653,3,0.6300968713847493,1981,0,highway,64,1,4,NA,Yes,Yes
2816.5,July-1987,10704.8,villa,residential,Outskirts,irregular,4,73400,8,0.7770811051143437,1974,1983,highway,97,4,9,NA,Yes,Yes
9984.3,October-1980,3805.6,flat,residential,Center,irregular,2,9701,1,0.7746818284424278,1977,0,street,21,5,2,NA,No,NA
2966.8,May-1985,7852.7,villa,residential,Border,rectangle,2,34884,4,0.31943019042731646,1966,1975,street,45,4,3,NA,Yes, No
10878.1,August-1982,6415.2,duplex,commercial,Center,trapezoid,3,18538,1,0.29201777125263095,1971,1981,street,90,5,4,NA,Yes,NA
9695.0,July-1999,4031.8,duplex,residential,Outskirts,trapezoid,2,63863,9,0.08121011443033221,1982,1993,highway,92,2,5,NA,Yes,NA
10268.0,September-1994,7116.5,open land,industrial,Outskirts,irregular,4,80488,8,0.9244580998126605,1981,0,highway,26,1,10,F,NA,NA
18983.5,April-1991,11302.8,open land,industrial,Center,irregular,2,18584,9,0.8621449030513366,1978,0,street,99,5,5,F,NA,NA
3968.9,October-1996,8984.2,villa,residential,Center,trapezoid,4,13239,9,0.18023904346862563,1993,0,alley,73,5,8,NA,Yes,Yes
10081.0,October-1999,3795.0,open land,residential,Border,irregular,1,23068,4,0.16223128050313684,1995,0,street,13,3,1,C,NA,NA
10637.3,June-1983,11588.5,open land,commercial,Outskirts,trapezoid,3,55961,6,0.8710548118561174,1983,0,highway,41,1,1,C,NA,NA
2324.9,October-1974,9491.4,villa,residential,Outskirts,irregular,1,59941,8,0.7428497513001077,1955,1965,highway,51,3,2,NA,Yes, No
10813.1,May-1972,8476.6,flat,commercial,Center,trapezoid,1,13202,1,0.6871267576143633,1963,0,alley,90,3,3,NA,Yes,NA
10253.9,November-2004,6566.7,duplex,commercial,Outskirts,rectangle,3,63739,5,0.8922562202793495,2004,0,highway,92,5,4,NA,No,NA
11182.3,April-2001,5021.1,villa,residential,Center,trapezoid,3,19327,7,0.1700829645339107,2000,0,street,58,1,4,NA,Yes, No
9912.7,December-1997,5917.8,open land,residential,Outskirts,irregular,2,62852,7,0.718734183127184,1994,0,highway,97,1,9,C,NA,NA
9790.3,September-1974,4245.6,flat,residential,Outskirts,rectangle,3,79009,8,0.2922409604619952,1969,0,highway,38,4,9,NA,Yes,NA
11555.5,July-2001,9954.1,open land,residential,Center,trapezoid,2,8737,8,0.6784881485614527,1992,0,alley,19,3,7,C,NA,NA
9826.6,February-1977,4607.7,flat,commercial,Outskirts,rectangle,2,66846,1,0.9368440879656587,1973,0,highway,92,1,2,NA,Yes,NA
2337.7,March-1978,4638.4,villa,residential,Outskirts,rectangle,2,50597,10,0.11781636796965744,1964,1973,highway,92,3,10,NA,Yes, No
10099.2,December-1971,2038.2,flat,commercial,Center,irregular,5,2838,9,0.38217486656790534,1953,1964,street,19,5,2,NA,Yes,NA
9938.9,August-1970,6512.8,open land,commercial,Border,irregular,2,37011,8,0.8957127247342682,1951,0,highway,84,4,6,F,NA,NA
10011.2,October-1976,7055.8,flat,residential,Center,trapezoid,2,3729,9,0.5581627816491511,1971,0,alley,90,1,1,NA,No,NA
9743.3,November-1977,10816.5,duplex,commercial,Outskirts,irregular,3,67629,4,0.06575432407468906,1958,1967,highway,20,3,4,NA,No,NA
10369.8,October-1974,11789.1,open land,industrial,Border,irregular,4,35100,1,0.32022691642200585,1962,0,highway,50,5,4,F,NA,NA
10504.7,June-2003,9865.9,open land,industrial,Outskirts,irregular,4,76316,1,0.8146360958192133,1986,0,highway,74,4,8,C,NA,NA
10271.8,July-1984,7351.4,flat,residential,Border,rectangle,4,40463,1,0.7194201514158276,1965,1973,highway,12,4,10,NA,Yes,NA
10387.4,July-1981,9476.0,flat,commercial,Outskirts,rectangle,3,79470,9,0.6165198167571015,1978,0,highway,40,3,7,NA,Yes,NA
10901.0,November-1985,6265.7,duplex,residential,Center,rectangle,2,20210,7,0.1119837712039824,1983,0,street,2,3,4,NA,Yes,NA
9779.6,July-1988,9816.7,duplex,residential,Border,rectangle,1,36995,8,0.6938753326005401,1977,1985,highway,98,1,8,NA,No,NA
17209.8,April-1988,3484.2,duplex,residential,Outskirts,irregular,4,79516,8,0.26952942082769205,1972,1982,highway,68,1,5,NA,Yes,NA
10035.6,March-2005,862.9,duplex,residential,Outskirts,rectangle,5,79377,3,0.9358375972182305,1993,2003,highway,98,3,10,NA,Yes,NA
9773.7,August-2003,8879.0,duplex,residential,Border,irregular,5,30331,2,0.23175819587638302,1996,0,highway,94,3,10,NA,No,NA
3355.7,February-1973,7215.7,villa,residential,Center,trapezoid,5,7305,1,0.0731851850147599,1973,0,street,63,2,2,NA,Yes,Yes
10847.7,May-2009,10246.1,duplex,residential,Center,irregular,2,9806,4,0.6620951626872608,2006,0,street,42,4,7,NA,No,NA
10719.3,October-1986,3784.2,open land,residential,Center,irregular,1,9603,8,0.6163112311323273,1975,0,alley,2,2,3,F,NA,NA
10374.6,January-1975,11107.1,open land,industrial,Outskirts,trapezoid,2,50942,3,0.4004083450516712,1961,0,highway,90,4,3,F,NA,NA
3709.3,March-1978,11648.7,villa,residential,Center,rectangle,3,6144,9,0.2775372795654135,1973,0,street,42,2,7,NA,Yes, No
17276.9,April-1988,903.0,open land,residential,Border,irregular,4,32901,9,0.687186258392308,1971,0,highway,65,3,3,C,NA,NA
18205.2,April-1987,11151.5,flat,commercial,Outskirts,irregular,4,60014,7,0.9361314242963926,1977,1985,highway,9,3,10,NA,Yes,NA
9408.6,May-1997,1490.9,duplex,residential,Outskirts,irregular,1,77186,10,0.5022634763716782,1981,1989,highway,85,4,6,NA,Yes,NA
9626.2,September-1998,5793.2,flat,residential,Border,rectangle,5,23521,5,0.17647276036532533,1980,1988,highway,55,3,3,NA,No,NA
18354.8,April-1982,7993.5,duplex,commercial,Border,rectangle,1,32928,3,0.5162312893368803,1967,1977,street,55,3,8,NA,Yes,NA
9551.7,October-1987,2857.3,duplex,residential,Border,rectangle,4,31320,5,0.18722396820934517,1974,1982,street,61,2,4,NA,No,NA
9789.3,August-1976,9892.7,flat,residential,Outskirts,rectangle,4,53585,4,0.47880548285045543,1973,0,highway,93,5,5,NA,No,NA
10716.2,December-2001,4214.7,duplex,residential,Center,trapezoid,2,24647,8,0.35761681136178836,1985,1995,alley,71,3,2,NA,Yes,NA
10609.3,August-1995,10464.9,duplex,commercial,Outskirts,trapezoid,1,68883,9,0.47052096697953694,1991,0,highway,19,2,9,NA,Yes,NA
3398.7,September-1989,3844.7,villa,residential,Center,rectangle,2,6868,9,0.814116477202961,1982,0,street,44,3,8,NA,Yes, No
9760.1,July-1994,2372.4,duplex,commercial,Outskirts,irregular,4,55850,7,0.30660298574902645,1978,1987,highway,41,3,9,NA,Yes,NA
10102.7,December-1970,5305.3,duplex,commercial,Outskirts,rectangle,2,75163,3,0.7581722564967736,1970,0,highway,56,3,5,NA,Yes,NA
3118.1,November-1977,5348.1,villa,residential,Center,irregular,2,9885,1,0.9288386301460708,1974,0,street,92,5,9,NA,Yes, No
10427.4,November-1972,6543.0,flat,residential,Center,irregular,5,9055,1,0.7258593203768643,1968,0,street,6,3,3,NA,Yes,NA
2452.3,February-1983,2174.1,villa,residential,Border,trapezoid,5,24702,8,0.5826957065643554,1967,1975,highway,12,5,7,NA,Yes, No
10011.0,March-1994,7804.2,flat,residential,Border,rectangle,2,31070,2,0.9231691938367349,1976,1985,highway,17,4,8,NA,No,NA
10560.6,February-2009,6481.3,flat,commercial,Center,irregular,2,21015,5,0.38693022810701205,2000,0,alley,81,4,4,NA,No,NA
10055.4,July-1974,5807.8,open land,residential,Outskirts,rectangle,5,56806,9,0.16721647397827366,1974,0,highway,30,1,6,C,NA,NA
2804.2,September-1983,10128.1,villa,residential,Border,irregular,3,39759,4,0.7843984506403741,1971,1979,street,30,1,7,NA,Yes, No
10012.0,June-1978,8588.1,duplex,commercial,Outskirts,rectangle,4,50647,3,0.1504314914789715,1962,1972,highway,57,4,8,NA,No,NA
11162.6,May-1988,7782.5,open land,industrial,Center,rectangle,2,15216,6,0.16606232653176,1970,0,street,49,5,6,C,NA,NA
2439.1,September-1991,2666.3,villa,residential,Border,irregular,4,31321,5,0.07763215346020769,1985,0,street,91,5,4,NA,Yes,Yes
11250.1,September-1992,4626.7,open land,commercial,Center,trapezoid,5,2439,3,0.6102482731765276,1991,0,street,57,2,7,F,NA,NA
2696.9,December-1988,6127.5,villa,residential,Outskirts,trapezoid,5,72989,9,0.5915044884357155,1986,0,highway,56,1,5,NA,Yes,Yes
10791.4,September-1985,7807.0,open land,industrial,Center,irregular,5,14529,9,0.8649069906783011,1974,0,street,67,5,2,C,NA,NA
17816.5,April-1991,3361.0,open land,commercial,Outskirts,irregular,1,69732,9,0.8597921208751375,1975,0,highway,6,2,6,C,NA,NA
10548.1,August-1991,7143.8,open land,residential,Outskirts,trapezoid,4,78192,7,0.00024355381683538457,1988,0,highway,11,5,3,F,NA,NA
10239.2,September-2003,7384.1,duplex,residential,Outskirts,irregular,5,57865,10,0.6868734665215362,1997,0,highway,35,5,10,NA,Yes,NA
17724.0,April-1984,9145.6,duplex,residential,Outskirts,rectangle,5,76654,9,0.24760266346255544,1971,1981,highway,9,1,6,NA,No,NA
9827.1,October-1994,11024.7,flat,residential,Outskirts,trapezoid,1,80171,9,0.49709738770357126,1982,1992,highway,87,4,6,NA,No,NA
2355.2,October-1989,2388.6,villa,residential,Border,irregular,1,23608,1,0.9365709162468591,1978,1986,street,84,2,4,NA,Yes,Yes
9979.9,September-1997,2829.6,duplex,residential,Outskirts,rectangle,3,50367,7,0.027403075372475882,1982,1991,highway,40,3,10,NA,Yes,NA
9563.8,January-1986,4973.3,flat,residential,Border,rectangle,5,35912,7,0.0029096265888755024,1977,0,highway,23,5,1,NA,No,NA
9507.0,November-1976,3620.9,duplex,residential,Outskirts,rectangle,5,66193,9,0.2703709723751536,1958,1967,highway,24,5,6,NA,No,NA
10289.4,March-1982,6156.7,open land,industrial,Outskirts,rectangle,2,65312,8,0.0395796784397181,1971,0,highway,70,5,6,F,NA,NA
